Latitudinal Weather Analysis
618 unique cities
Location: Grand Gaube, MU. City ID: 934479
Location: Bambous Virieux, MU. City ID: 1106677
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bambous+virieux,mu

Location: Sao Joao da Barra, BR. City ID: 3448903
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sao+joao+da+barra,br

Location: Kremenchuk, UA. City ID: 704147
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kremenchuk,ua

Location: Vestmannaeyjar, IS. City ID: 3412093
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=vestmannaeyjar,is

Location: Dikson, RU. City ID: 1507390
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=dikson,ru

Location: Meulaboh, ID. City ID: 1214488
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=meulaboh,id

Location: Rosario do Sul, BR. City ID: 3450873
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=rosario+do+sul,br

Location: Vila Velha, BR. City ID: 6320062
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=vila+velha,br

Location: bengkulu, id has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bengkulu,id

Location: Kaeo, NZ. City ID: 2189343
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kaeo,nz

Location: Baiyin, CN. City ID: 1817240
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=baiyin,cn

Location: Sosnovo-Ozerskoye, RU. City ID: 2016216
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sosnovo-ozerskoye,ru

Location: Port Lincoln, AU. City ID: 2063036
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=port+lincoln,au

Location: Pangnirtung, CA. City ID: 6096551
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=pangnirtung,ca

Location: Tual, ID. City ID: 1623197
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tual,id

Location: kuche, cn has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kuche,cn

Location: Puerto Escondido, MX. City ID: 3520994
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=puerto+escondido,mx

Location: Cochrane, CA. City ID: 5924618
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=cochrane,ca

Location: Victoria, SC. City ID: 241131
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=victoria,sc

Location: qabis, tn has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=qabis,tn

Location: mahaicony, gy has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=mahaicony,gy

Location: sentyabrskiy, ru has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sentyabrskiy,ru

Location: airai, pw has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=airai,pw

Location: Yablonovo, RU. City ID: 578283
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=yablonovo,ru

Location: Semey, KZ. City ID: 1519422
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=semey,kz

Location: cozumel, mx has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=cozumel,mx

Location: Manuk Mangkaw, PH. City ID: 1701394
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=manuk+mangkaw,ph

Location: Wageningen, SR. City ID: 3382783
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=wageningen,sr

Location: Novotroitsk, RU. City ID: 517836
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=novotroitsk,ru

Location: Santa Helena de Goias, BR. City ID: 3450206
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=santa+helena+de+goias,br

Location: tsihombe, mg has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tsihombe,mg

Location: Ulaanbaatar, MN. City ID: 2028462
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ulaanbaatar,mn

Location: Fayaoue, NC. City ID: 2141305
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=fayaoue,nc

Location: Smithers, CA. City ID: 6149996
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=smithers,ca

Location: Dwarka, IN. City ID: 1273294
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=dwarka,in

Location: East London, ZA. City ID: 1006984
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=east+london,za

Location: Sahibganj, IN. City ID: 1257794
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sahibganj,in

Location: Milton, CA. City ID: 6092122
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=milton,ca

Location: Necochea, AR. City ID: 3430443
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=necochea,ar

Location: Santa Maria, CV. City ID: 3374218
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=santa+maria,cv

Location: Lahij, YE. City ID: 73560
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lahij,ye

Location: Longyearbyen, SJ. City ID: 2729907
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=longyearbyen,sj

Location: Port Elizabeth, ZA. City ID: 964420
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=port+elizabeth,za

Location: Ponta do Sol, CV. City ID: 3374346
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ponta+do+sol,cv

Location: Luderitz, NA. City ID: 3355672
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=luderitz,na

Location: Bagula, IN. City ID: 1277844
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bagula,in

Location: Tura, RU. City ID: 2014833
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tura,ru

Location: Yashan, CN. City ID: 1786866
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=yashan,cn

Location: Aklavik, CA. City ID: 5882953
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=aklavik,ca

Location: San Luis, AR. City ID: 3837056
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=san+luis,ar

Location: Russell, NZ. City ID: 2188874
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=russell,nz

Location: Calabozo, VE. City ID: 3647444
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=calabozo,ve

Location: Aldan, RU. City ID: 2027968
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=aldan,ru

Location: Saskylakh, RU. City ID: 2017155
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=saskylakh,ru

Location: Clyde River, CA. City ID: 5924351
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=clyde+river,ca

Location: Grindavik, IS. City ID: 3416888
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=grindavik,is

Location: Thomaston, US. City ID: 4226364
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=thomaston,us

Location: Port Hedland, AU. City ID: 2063042
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=port+hedland,au

Location: Namatanai, PG. City ID: 2090021
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=namatanai,pg

Location: Kavieng, PG. City ID: 2094342
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kavieng,pg

Location: Ojinaga, MX. City ID: 3994469
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ojinaga,mx

Location: Tsabong, BW. City ID: 932987
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tsabong,bw

Location: Komsomolskiy, RU. City ID: 1486910
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=komsomolskiy,ru

Location: Dharchula, IN. City ID: 1272864
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=dharchula,in

Location: Novo Aripuana, BR. City ID: 3663142
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=novo+aripuana,br

Location: Chabahar, IR. City ID: 1161724
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=chabahar,ir

Location: Zhezkazgan, KZ. City ID: 1516589
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=zhezkazgan,kz

Location: Shenjiamen, CN. City ID: 1795632
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=shenjiamen,cn

Location: Los Llanos de Aridane, ES. City ID: 2514651
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=los+llanos+de+aridane,es

Location: Kuching, MY. City ID: 1735634
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kuching,my

Location: Ponta Delgada, PT. City ID: 3372783
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ponta+delgada,pt

Location: Tezu, IN. City ID: 1254709
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tezu,in

Location: Severo-Kurilsk, RU. City ID: 2121385
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=severo-kurilsk,ru

Location: Ouadda, CF. City ID: 236901
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ouadda,cf

Location: Englewood, US. City ID: 5421250
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=englewood,us

Location: Zhangye, CN. City ID: 1785036
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=zhangye,cn

Location: Praia da Vitoria, PT. City ID: 3372760
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=praia+da+vitoria,pt

Location: Port Hardy, CA. City ID: 6111862
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=port+hardy,ca

Location: Porto Velho, BR. City ID: 3662762
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=porto+velho,br

Location: Santa Lucia, ES. City ID: 2511150
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=santa+lucia,es

Location: Yerbogachen, RU. City ID: 2012956
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=yerbogachen,ru

Location: Salalah, OM. City ID: 286621
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=salalah,om

Location: Naryan-Mar, RU. City ID: 523392
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=naryan-mar,ru

Location: Bluff, NZ. City ID: 2206939
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bluff,nz

Location: La Ronge, CA. City ID: 6050066
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=la+ronge,ca

Location: Cherepovets, RU. City ID: 569223
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=cherepovets,ru

Location: Matara, LK. City ID: 1235846
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=matara,lk

Location: Evensk, RU. City ID: 2125693
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=evensk,ru

Location: Ban Bung, TH. City ID: 1608418
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ban+bung,th

Location: Teknaf, BD. City ID: 1185095
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=teknaf,bd

Location: Tucupita, VE. City ID: 3625929
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tucupita,ve

Location: Torbay, CA. City ID: 6167817
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=torbay,ca

Location: Kuito, AO. City ID: 3348078
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=kuito,ao

Location: Tasiilaq, GL. City ID: 3424607
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tasiilaq,gl

Location: Lagoa, PT. City ID: 2267254
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lagoa,pt

Location: vaitupu, wf has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=vaitupu,wf

Location: Atikokan, CA. City ID: 5888001
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=atikokan,ca

Location: Eyl, SO. City ID: 60019
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=eyl,so

Location: Dunmore Town, BS. City ID: 3572462
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=dunmore+town,bs

Location: tidore, id has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tidore,id

Location: Ozernovskiy, RU. City ID: 2122293
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ozernovskiy,ru

Location: Katherine, AU. City ID: 2068655
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=katherine,au

Location: sakakah, sa has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=sakakah,sa

Location: Hasaki, JP. City ID: 2112802
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=hasaki,jp

Location: Karlshamn, SE. City ID: 2701727
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=karlshamn,se

Location: Aksarka, RU. City ID: 1512019
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=aksarka,ru

Location: Aswan, EG. City ID: 359792
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=aswan,eg

Location: Watsa, CD. City ID: 204283
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=watsa,cd

Location: Alice Town, BS. City ID: 3572924
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=alice+town,bs

Location: Porto Walter, BR. City ID: 3662761
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=porto+walter,br

Location: Christiana, ZA. City ID: 1013550
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=christiana,za

Location: Grand-Santi, GF. City ID: 3381538
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=grand-santi,gf

Location: Broome, AU. City ID: 2075720
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=broome,au

Location: Eureka, US. City ID: 5563397
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=eureka,us

Location: asfi, ma has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=asfi,ma

Location: Ossora, RU. City ID: 2122389
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ossora,ru

Location: bur gabo, so has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bur+gabo,so

Location: Puerto Colombia, CO. City ID: 3671497
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=puerto+colombia,co

Location: Bella Union, UY. City ID: 3443631
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bella+union,uy

Location: bolungarvik, is has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bolungarvik,is

Location: Ribas do Rio Pardo, BR. City ID: 3451399
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ribas+do+rio+pardo,br

Location: Chapada dos Guimaraes, BR. City ID: 3466307
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=chapada+dos+guimaraes,br

Location: akyab, mm has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=akyab,mm

Location: Xichang, CN. City ID: 1789647
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=xichang,cn

Location: Lerici, IT. City ID: 3174856
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lerici,it

Location: samalaeulu, ws has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=samalaeulu,ws

Location: Takab, IR. City ID: 113508
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=takab,ir

Location: Narsaq, GL. City ID: 3421719
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=narsaq,gl

Location: Aykhal, RU. City ID: 2027296
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=aykhal,ru

Location: grand river south east, mu has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=grand+river+south+east,mu

Location: Naantali, FI. City ID: 645212
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=naantali,fi

Location: Petropavlovsk-Kamchatskiy, RU. City ID: 2122104
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=petropavlovsk-kamchatskiy,ru

Location: Wattegama, LK. City ID: 1241622
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=wattegama,lk

Location: Batagay, RU. City ID: 2027044
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=batagay,ru

Location: olafsvik, is has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=olafsvik,is

Location: Carnarvon, AU. City ID: 2074865
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=carnarvon,au

Location: Mercedes, AR. City ID: 3430709
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=mercedes,ar

Location: Ritchie, ZA. City ID: 961226
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ritchie,za

Location: Amazar, RU. City ID: 2027806
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=amazar,ru

Location: Balabac, PH. City ID: 1728675
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=balabac,ph

Location: Barreirinhas, BR. City ID: 3406196
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=barreirinhas,br

Location: tarudant, ma has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=tarudant,ma

Location: Namibe, AO. City ID: 3347019
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=namibe,ao

Location: Port-Gentil, GA. City ID: 2396518
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=port-gentil,ga

Location: Lieksa, FI. City ID: 648090
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lieksa,fi

Location: Lerwick, GB. City ID: 2644605
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=lerwick,gb

Location: Bilibino, RU. City ID: 2126682
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=bilibino,ru

Location: Ugoofaaru, MV. City ID: 1337619
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=ugoofaaru,mv

Location: Garachine, PA. City ID: 3709361
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=garachine,pa

Location: Canutama, BR. City ID: 3664716
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=canutama,br

Location: dianopolis, br has no weather data
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=dianopolis,br

Location: Pevek, RU. City ID: 2122090
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=pevek,ru

Location: Morant Bay, JM. City ID: 3489440
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=morant+bay,jm

Location: General Pico, AR. City ID: 3855075
http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=8a3a0fd86ccd3117b69e5a75b54b43bf&q=general+pico,ar

Location: Bethel, US. City ID: 5880568
